stock_code,description,first_sale_date,last_sale_date,total_units,total_revenue,avg_unit_price
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,2011-02-28 14:48:00,2011-02-28 14:48:00,72,20.88,0.29
17003,BROCADE RING PURSE,2010-12-01 14:32:00,2011-12-08 16:30:00,23020,6025.95,0.363402489626556
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,2010-12-06 13:01:00,2011-06-08 14:35:00,24,50.400000000000006,2.1
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,2010-12-01 14:32:00,2011-05-19 12:10:00,81,66.36000000000001,1.5728571428571427
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,2010-12-01 14:32:00,2011-12-02 14:25:00,323,375.92999999999995,1.9546969696969696
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,2010-12-01 14:32:00,2011-11-30 14:17:00,525,595.85,1.8828235294117646
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,2010-12-01 14:32:00,2011-12-08 12:50:00,420,481.79999999999995,1.7676470588235293
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,2010-12-01 14:32:00,2011-12-08 16:30:00,461,547.24,1.8228865979381443
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET,2010-12-01 14:32:00,2010-12-15 15:34:00,44,62.64,2.3169999999999997
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,2010-12-01 14:32:00,2011-12-08 19:24:00,448,530.6,1.7973404255319148
17013D,ORIGAMI ROSE INCENSE IN TUBE,2010-12-08 14:25:00,2011-06-07 10:05:00,535,267.82,1.2453846153846153
17014A,ORIGAMI VANILLA INCENSE CONES,2010-12-01 17:06:00,2011-06-27 13:58:00,155,71.19,0.9512499999999999
17021,NAMASTE SWAGAT INCENSE,2010-12-01 12:12:00,2011-12-05 12:59:00,2391,632.34,0.29411764705882354
17028J,INCENSE BAZAAR PEACH,2011-01-31 15:27:00,2011-01-31 15:27:00,6,2.52,0.42
17038,PORCELAIN BUDAH INCENSE HOLDER,2010-12-07 13:50:00,2011-12-09 10:03:00,1525,158.06,0.42
17084A,TRANQUILITY MASALA INCENSE,2011-01-31 15:27:00,2011-09-13 14:53:00,200,42.0,0.21
17084J,LOVE POTION MASALA INCENSE,2010-12-07 14:30:00,2011-09-13 14:53:00,225,47.25,0.21
17084N,FAIRY DREAMS INCENSE,2010-12-01 17:06:00,2011-12-09 10:03:00,1264,313.31,0.3538613861386139
17084P,DRAGONS BLOOD INCENSE,2010-12-01 17:06:00,2011-12-08 16:30:00,423,104.44,0.3507692307692308
17084R,ASSORTED INCENSE PACK,2010-12-03 11:48:00,2011-12-05 12:30:00,4032,760.3199999999999,0.20259259259259257
17090A,LAVENDER INCENSE 40 CONES IN TIN,2010-12-02 13:11:00,2011-11-24 10:24:00,109,107.44999999999999,1.17
17090D,VANILLA INCENSE 40 CONES IN TIN,2010-12-02 13:11:00,2011-07-11 11:38:00,29,36.25,1.25
17091A,LAVENDER INCENSE IN TIN,2010-12-01 11:21:00,2011-05-18 11:58:00,171,98.91,0.7976000000000001
17091J,VANILLA INCENSE IN TIN,2010-12-03 11:48:00,2011-12-09 11:20:00,2084,920.67,0.7027272727272726
17096,ASSORTED LAQUERED INCENSE HOLDERS,2010-12-08 14:25:00,2011-07-19 15:30:00,2545,455.9800000000001,0.3025
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",2010-12-03 12:24:00,2011-12-05 15:51:00,170,433.5,2.55
17109D,FLOWER FAIRY INCENSE BOUQUET,2010-12-05 10:45:00,2011-04-21 12:34:00,61,32.349999999999994,0.9039999999999999
17129F,BLUE GLASS GEMS IN BAG,2010-12-01 14:32:00,2011-12-05 17:24:00,588,553.8299999999999,1.37
17136A,BLUE STONES ON WIRE FOR CANDLE,2011-02-01 13:25:00,2011-11-03 18:49:00,352,29.59,0.10294117647058823
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,2010-12-01 12:54:00,2011-01-26 14:51:00,27,11.34,0.42
17165D,ASS COL LARGE SAND FROG P'WEIGHT,2010-12-10 11:01:00,2011-01-12 15:22:00,27,28.35,1.05
17174,ASSTD RASTA KEY-CHAINS,2011-01-16 13:04:00,2011-11-24 15:01:00,9,3.7800000000000002,0.42
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,2011-11-13 11:39:00,2011-12-04 10:51:00,4,15.0,3.75
18007,ESSENTIAL BALM 3.5G TIN IN ENVELOPE,2010-12-06 10:18:00,2011-07-20 16:12:00,5884,395.61,0.27483870967741936
18094C,WHITE AND BLUE CERAMIC OIL BURNER,2010-12-06 13:47:00,2011-10-07 13:17:00,192,283.93,1.955952380952381
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,2010-12-02 13:49:00,2011-06-22 16:16:00,5,12.75,2.55
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,2010-12-02 13:49:00,2011-12-08 16:30:00,695,1591.01,3.114782608695652
18098C,PORCELAIN BUTTERFLY OIL BURNER,2010-12-01 14:32:00,2011-08-08 13:11:00,213,658.75,3.680980392156863
18098c,PORCELAIN BUTTERFLY OIL BURNER,2010-12-03 11:28:00,2010-12-21 15:17:00,52,263.12,5.06
20615,BLUE POLKADOT PASSPORT COVER,2010-12-02 19:18:00,2011-12-08 20:01:00,309,466.99,2.5613684210526313
20616,CHERRY BLOSSOM PASSPORT COVER,2010-12-01 14:41:00,2011-12-08 20:01:00,194,243.53,1.8074647887323942
20617,FIRST CLASS PASSPORT COVER,2010-12-01 17:06:00,2011-12-08 16:30:00,93,194.94,2.251860465116279
20618,QUEEN OF THE SKIES PASSPORT COVER,2010-12-08 12:46:00,2011-12-06 16:21:00,148,286.39,2.0278947368421054
20619,TROPICAL PASSPORT COVER,2010-12-01 17:06:00,2011-12-05 17:24:00,262,439.65,2.136767676767677
20622,VIPPASSPORT COVER,2010-12-01 14:32:00,2011-12-05 17:24:00,185,303.7,2.4062745098039215
20652,BLUE POLKADOT LUGGAGE TAG,2010-12-03 14:54:00,2011-12-08 20:01:00,265,346.86,1.575897435897436
20653,CHERRY BLOSSOM LUGGAGE TAG,2010-12-01 17:06:00,2011-12-05 17:17:00,73,95.17999999999999,1.4815151515151515
20654,FIRST CLASS LUGGAGE TAG,2010-12-10 11:01:00,2011-12-08 16:30:00,152,193.59,1.385
20655,QUEEN OF SKIES LUGGAGE TAG,2010-12-03 11:28:00,2011-12-04 13:32:00,197,292.29,1.7224242424242426
20657,TROPICAL LUGGAGE TAG,2010-12-03 14:54:00,2011-11-11 09:05:00,73,105.91,1.720909090909091
20658,RED RETROSPOT LUGGAGE TAG,2010-12-01 14:32:00,2011-09-26 13:57:00,433,652.11,1.7522429906542056
20659,ECONOMY LUGGAGE TAG,2010-12-05 15:12:00,2011-12-09 10:03:00,158,246.84,1.63984375
20661,BLUE POLKADOT PURSE,2010-12-03 14:54:00,2011-12-01 16:22:00,44,141.15,3.397878787878788
20662,FIRST CLASS HOLIDAY PURSE,2010-12-01 14:32:00,2011-10-24 17:07:00,31,90.42,2.879
20663,QUEEN OF THE SKIES HOLIDAY PURSE,2010-12-07 18:36:00,2011-10-17 13:31:00,25,66.26,2.693
20664,TROPICAL HOLIDAY PURSE,2010-12-12 12:08:00,2011-08-30 10:39:00,32,81.66,2.5416666666666665
20665,RED RETROSPOT PURSE,2010-12-01 17:06:00,2011-12-09 10:03:00,461,1546.2700000000002,4.068333333333333
20666,ECONOMY HOLIDAY PURSE,2010-12-12 12:26:00,2011-07-20 16:12:00,30,41.53,1.7123529411764706
20667,CHERRY BLOSSOM PURSE,2011-05-31 11:39:00,2011-08-30 10:39:00,20,49.69,2.490625
20668,DISCO BALL CHRISTMAS DECORATION,2010-12-01 10:19:00,2011-12-09 10:51:00,12883,1501.4,0.16444954128440367
20669,RED HEART LUGGAGE TAG,2010-12-01 11:45:00,2011-12-09 10:26:00,304,447.34,1.6915841584158415
20670,VIP HOLIDAY PURSE,2010-12-12 12:08:00,2011-11-15 16:38:00,14,44.04,3.2436363636363637
20671,BLUE TEATIME PRINT BOWL,2010-12-05 13:55:00,2010-12-09 13:34:00,10,12.5,1.25
20674,GREEN POLKADOT BOWL,2010-12-02 11:21:00,2011-12-08 15:31:00,1563,2016.23,1.5633009708737866
20675,BLUE POLKADOT BOWL,2010-12-02 12:47:00,2011-12-08 15:31:00,3120,3983.12,1.5869753086419751
20676,RED RETROSPOT BOWL,2010-12-01 14:32:00,2011-12-08 15:31:00,5023,6374.81,1.631751662971175
20677,PINK POLKADOT BOWL,2010-12-02 12:50:00,2011-12-08 15:31:00,3674,4747.34,1.6501483679525224
20678,LARGE BLACK DIAMANTE HAIRSLIDE,2011-09-23 14:49:00,2011-09-23 14:49:00,4,6.6,1.65
20679,EDWARDIAN PARASOL RED,2010-12-01 09:02:00,2011-12-09 10:26:00,1710,10021.42,7.003669724770643
20681,PINK POLKADOT CHILDRENS UMBRELLA,2010-12-01 17:06:00,2011-03-10 13:58:00,140,506.96,4.205744680851064
20682,RED RETROSPOT CHILDRENS UMBRELLA,2010-12-01 17:06:00,2011-12-08 09:20:00,1235,4171.33,4.018487394957983
20684,STRAWBERRY DREAM CHILDS UMBRELLA,2010-12-01 14:32:00,2011-07-22 10:52:00,80,270.56,3.5517142857142856
20685,DOORMAT RED RETROSPOT,2010-12-01 11:41:00,2011-12-09 12:49:00,4088,28049.54,8.953529411764706
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2010-12-03 11:36:00,2011-12-08 13:50:00,267,922.67,3.8718181818181816
20694,FLORAL PINK MONSTER,2010-12-17 14:54:00,2011-11-22 15:41:00,43,187.54,5.078235294117647
20695,FLORAL BLUE MONSTER,2010-12-08 15:17:00,2011-11-17 15:08:00,5,21.25,4.25
20696,FLORAL SOFT CAR TOY,2010-12-01 17:06:00,2011-11-11 13:06:00,54,230.81,4.7219999999999995
20697,LITTLE GREEN MONSTER SOFT TOY,2010-12-01 14:37:00,2011-11-23 12:20:00,19,48.449999999999996,2.55
20698,LITTLE PINK MONSTER SOFT TOY,2011-01-11 12:41:00,2011-11-23 12:20:00,17,43.349999999999994,2.55
20699,MOUSEY LONG LEGS SOFT TOY,2010-12-01 17:06:00,2011-12-05 17:36:00,97,266.03,3.0048780487804874
20700,GREEN CAT FLORAL CUSHION COVER,2010-12-01 17:06:00,2011-09-28 16:13:00,73,345.17,4.981111111111112
20701,PINK CAT FLORAL CUSHION COVER,2010-12-23 16:06:00,2011-06-30 15:56:00,25,100.97,4.066666666666666
20702,PINK PADDED MOBILE,2010-12-05 13:42:00,2011-10-26 13:07:00,134,573.54,4.346190476190476
20703,BLUE PADDED SOFT MOBILE,2011-04-14 11:45:00,2011-04-14 11:45:00,1,4.25,4.25
20704,MR ROBOT SOFT TOY,2010-12-13 11:21:00,2011-12-09 10:46:00,216,697.7,5.847727272727273
20705,MRS ROBOT SOFT TOY,2010-12-14 12:59:00,2011-12-06 12:19:00,143,428.85,4.807142857142857
20707,CRAZY DAISY HEART DECORATION,2010-12-01 12:43:00,2011-12-05 17:17:00,464,468.39,1.0885906040268456
20711,JUMBO BAG TOYS,2010-12-01 14:11:00,2011-12-01 16:22:00,5007,11014.62,3.1267175572519084
20712,JUMBO BAG WOODLAND ANIMALS,2010-12-01 13:04:00,2011-12-09 10:26:00,9773,22092.42,2.9266168009205984
20713,JUMBO BAG OWLS,2010-12-01 11:45:00,2011-12-09 12:19:00,11429,23001.06,2.7772809667673717
20716,PARTY FOOD SHOPPER BAG,2010-12-06 09:58:00,2011-06-29 11:46:00,400,469.63,1.3158108108108109
20717,STRAWBERRY SHOPPER BAG,2010-12-01 11:45:00,2011-12-09 10:26:00,2855,3561.98,1.6730215827338129
20718,RED RETROSPOT SHOPPER BAG,2010-12-01 17:06:00,2011-12-09 10:26:00,4769,6604.29,1.7783737024221455
20719,WOODLAND CHARLOTTE BAG,2010-12-01 14:32:00,2011-12-09 10:23:00,13290,16744.45,1.2108571428571429
20723,STRAWBERRY CHARLOTTE BAG,2010-12-01 09:37:00,2011-12-09 10:23:00,9793,12548.15,1.2022176308539945
20724,RED RETROSPOT CHARLOTTE BAG,2010-12-01 14:32:00,2011-12-09 10:23:00,17761,21773.39,1.1461973180076628
20725,LUNCH BAG RED RETROSPOT,2010-12-01 09:37:00,2011-12-09 12:23:00,19432,35862.36,2.1314222503160556
20726,LUNCH BAG WOODLAND,2010-12-01 11:21:00,2011-12-09 10:26:00,9909,18283.78,2.1818446601941743
20727,LUNCH BAG  BLACK SKULL.,2010-12-01 11:29:00,2011-12-09 11:34:00,12195,22346.96,2.1077863182167564
20728,LUNCH BAG CARS BLUE,2010-12-01 11:29:00,2011-12-09 10:26:00,11786,21699.48,2.063580034423408
20731,POSY CANDY BAG,2010-12-06 12:15:00,2011-06-20 14:48:00,92,109.96,1.0925
20733,GOLD MINI TAPE MEASURE,2010-12-01 14:32:00,2011-12-09 10:03:00,1234,956.36,0.845873786407767
20734,SILVER MINI TAPE MEASURE,2010-12-03 14:27:00,2011-04-06 11:14:00,158,271.21999999999997,1.7962962962962963
20735,BLACK MINI TAPE MEASURE,2010-12-01 14:32:00,2011-12-06 14:23:00,623,625.8,1.1194642857142856
20748,KENSINGTON COFFEE SET,2010-12-05 13:42:00,2011-11-28 13:06:00,57,751.17,13.468235294117648
20749,ASSORTED COLOUR MINI CASES,2010-12-01 11:21:00,2011-12-09 09:38:00,1762,12550.57,8.065298701298701
20750,RED RETROSPOT MINI CASES,2010-12-01 11:49:00,2011-12-09 11:59:00,1747,12634.98,8.121839378238343
20751,FUNKY WASHING UP GLOVES ASSORTED,2010-12-02 15:46:00,2011-12-04 12:32:00,971,2041.5200000000002,2.3687192118226603
20752,BLUE POLKADOT WASHING UP GLOVES,2010-12-01 17:06:00,2011-11-27 14:50:00,407,920.45,2.41722972972973
20754,RETROSPOT RED WASHING UP GLOVES,2010-12-01 12:43:00,2011-11-20 14:43:00,1457,3088.86,2.5132573289902282
20755,BLUE PAISLEY POCKET BOOK,2010-12-01 17:35:00,2011-12-07 12:26:00,306,271.16999999999996,0.9903225806451613
20756,GREEN FERN POCKET BOOK,2011-01-20 14:13:00,2011-11-22 15:45:00,63,53.55,0.85
20757,RED DAISY POCKET BOOK,2010-12-02 14:09:00,2011-11-27 12:13:00,158,136.64,0.9188235294117647
20758,ABSTRACT CIRCLES POCKET BOOK,2010-12-09 14:19:00,2011-12-07 13:53:00,159,135.15,0.85
20759,CHRYSANTHEMUM POCKET BOOK,2010-12-02 14:09:00,2011-12-07 13:53:00,64,54.4,0.85
20760,GARDEN PATH POCKET BOOK,2010-12-02 14:09:00,2011-11-24 14:09:00,69,58.65,0.85
20761,BLUE PAISLEY SKETCHBOOK,2010-12-01 17:06:00,2011-12-07 12:21:00,120,505.97,4.461746031746031
20762,GREEN FERN SKETCHBOOK,2010-12-06 10:08:00,2011-12-06 12:56:00,106,420.08,4.153214285714286
20763,DAISY SKETCHBOOK,2010-12-07 15:28:00,2011-12-06 12:15:00,73,205.04,3.9829629629629633
20764,ABSTRACT CIRCLES SKETCHBOOK,2010-12-05 13:00:00,2011-12-08 09:20:00,142,603.3100000000001,4.66961038961039
20765,CHRYSANTHEMUM SKETCHBOOK,2010-12-01 17:24:00,2011-12-05 17:17:00,102,416.05,4.255762711864407
20766,GARDEN PATH SKETCHBOOK,2010-12-02 15:46:00,2011-12-04 15:00:00,122,493.57,4.450862068965517
20767,BLUE PAISLEY JOURNAL,2010-12-03 11:19:00,2011-12-06 14:35:00,250,656.06,2.8722784810126583
20768,GREEN FERN JOURNAL,2010-12-01 16:57:00,2011-12-06 15:43:00,176,438.57,2.647272727272727
20769,DAISY JOURNAL,2010-12-06 12:06:00,2011-12-06 15:43:00,80,217.55999999999997,2.7467647058823528
20770,ABSTRACT CIRCLE JOURNAL,2010-12-01 14:32:00,2011-11-27 11:47:00,184,447.25,2.4995833333333333
20771,CHRYSANTHEMUM  JOURNAL,2010-12-05 16:41:00,2011-12-06 12:56:00,102,267.13,2.7685
20772,GARDEN PATH JOURNAL,2010-12-01 12:43:00,2011-12-08 19:28:00,247,621.1899999999999,2.752153846153846
20773,BLUE PAISLEY NOTEBOOK,2010-12-01 12:15:00,2011-09-12 13:43:00,56,92.39999999999999,1.6499999999999997
20774,GREEN FERN NOTEBOOK,2010-12-01 12:15:00,2011-10-04 16:33:00,86,141.23999999999998,1.6406666666666667
20775,DAISY NOTEBOOK,2010-12-06 12:44:00,2011-12-05 17:24:00,134,233.54,1.7179687499999998
20777,CHRYSANTHEMUM NOTEBOOK,2010-12-01 12:15:00,2011-12-09 10:03:00,169,282.48999999999995,1.7029999999999998
20778,GARDEN PATH NOTEBOOK,2010-12-09 14:19:00,2011-04-26 13:22:00,15,24.75,1.65
20780,BLACK EAR MUFF HEADPHONES,2010-12-01 16:57:00,2011-12-08 16:30:00,47,312.7,7.693793103448276
20781,GOLD EAR MUFF HEADPHONES,2010-12-06 08:34:00,2011-12-07 14:12:00,35,212.26,6.073200000000001
20782,CAMOUFLAGE EAR MUFF HEADPHONES,2010-12-06 09:58:00,2011-12-09 10:03:00,53,368.08,7.535185185185185
20785,FUSCHIA RETRO BAR STOOL,2011-01-05 15:56:00,2011-04-06 12:08:00,14,523.3000000000001,39.15
20793,BLUE TILED TRAY,2010-12-12 12:01:00,2011-09-08 10:35:00,8,54.0,6.75
20794,BLUE  TILE HOOK,2010-12-07 18:36:00,2011-12-06 16:26:00,99,282.78999999999996,3.573928571428571
20795,LARGE BLUE PROVENCAL CERAMIC BALL,2011-01-18 15:19:00,2011-12-05 17:24:00,49,113.05000000000001,2.653636363636364
20796,SMALL BLUE PROVENCAL CERAMIC BALL,2011-03-01 17:32:00,2011-11-10 12:01:00,62,103.93999999999998,1.832222222222222
20798,CLEAR MILKSHAKE GLASS,2010-12-02 12:28:00,2011-01-25 13:38:00,36,75.60000000000001,2.1
